FORMATION_DIPLOME;NIVEAU_FORMATION_DIPLOME;GROUPE_SPECIALITE;LETTRE_SPECIALITE;ANCIEN_RECME;LIBELLE_COURT;LIBELLE_STAT_33;LIBELLE_LONG_200;DATE_OUVERTURE;DATE_FERMETURE;UNITE_CAPITALISABLE;DATE_PREMIERE_SESSION;DATE_DERNIERE_SESSION;DATE_ARRETE_CREATION;DATE_ARRETE_ABROGATION;DATE_ARRETE_MODIFICATION_1;DATE_ARRETE_MODIFICATION_2;DATE_ARRETE_MODIFICATION_3;DATE_ARRETE_MODIFICATION_4;DATE_ARRETE_MODIFICATION_5;DATE_ARRETE_MODIFICATION_6;DATE_ARRETE_MODIFICATION_7;DATE_ARRETE_MODIFICATION_8;DATE_ARRETE_MODIFICATION_9;DATE_ARRETE_MODIFICATION_10;COMMENTAIRE;NATURE_FORMATION_DIPLOME;GESTIONNAIRE_FORMATION_DIPLOME;DATE_INTERVENTION;ID_DOCUMENT;CITE_DOMAINE_FORMATION;NIVEAU_QUALIFICATION_RNCP
26X31503;26X;315;P;;TH2-X;CHARGE DES RH;CHARGE DES RESSOURCES HUMAINES (CESI);01/09/2012;31/08/2028;;;;;14/12/2027;;;;;;;;;;;rncp 37177;2;DEPPA1;04/01/2023;;345;06
26X31504;26X;315;P;;TH2-X;RESPONSABLE GESTION RH;RESPONSABLE DE GESTION DES RESSOURCES HUMAINES (IPAC);01/09/2013;31/08/2025;;;;;29/05/2025;;;;;;;;;;;rncp 34654;2;DEPPA1;01/07/2021;;345;06
26X31505;26X;315;T;;TH2-X;CHARGE DES RH;CHARGE DES RESSOURCES HUMAINES (TALIS CC);01/09/2013;31/08/2025;;;;;29/09/2025;;;;;;;;;;;rncp 36876 Institut superieur de gestion du personnel Talis business school;2;DEPPA1;25/01/2023;;345;06
26X31506;26X;315;M;;TH2-X;RESP GESTION RELATIONS SOCIALES;RESPONSABLE EN GESTION DES RELATIONS SOCIALES (SOFTEC-AVENIR FORMATION);01/09/2014;31/08/2017;;;;05/04/2012;14/05/2017;;;;;;;;;;;rncp 14723 jamais remonte voir le 26X31515;2;DEPPA1;26/10/2022;;345;06
26X31507;26X;315;N;;TH2-X;CHARGE DES RESSOURCES HUMAINES;CHARGE DES RESSOURCES HUMAINES (POLE PARIS ALTERNANCE);01/09/2015;31/08/2025;;;;;23/07/2025;;;;;;;;;;;rncp 34798;2;DEPPA1;12/03/2021;;345;06
26X31508;26X;315;N;;TH2-X;CHARGE DES RESSOURCES HUMAINES;CHARGE DES RESSOURCES HUMAINES (ISIFA - CFQ);01/09/2015;31/08/2022;;;;27/12/2012;04/01/2020;;;;;;;;;;;rncp 28347 Conseil formation qualification (CFQ) Institut superieur interprofessionnel de formation en alternance (ISIFA);2;DEPPA1;16/07/2021;;345;06
26X31509;26X;315;P;;TH2-X;RESPONSABLE RESSOURCES HUMAINES;RESPONSABLE EN RESSOURCES HUMAINES (GESCEP, ESM-A);01/09/2016;31/08/2022;;;;09/01/2015;30/01/2020;;;;;;;;;;;rncp 21740 demande cfa sup limoges, groupement d'enseignement superieur commercial de l'est parisien, ecole sup de management en alternance;2;DEPPA1;16/07/2021;;345;06
26X31510;26X;315;M;;TH2-X;RESPONSABLE DU POLE PAIE;RESPONSABLE DU POLE PAIE (EUROFORMATION - BC DEVELOPPEMENT);01/09/2017;31/08/2024;;;;11/07/2018;21/07/2022;;;;;;;;;;;rncp 20508;2;DEPPA1;30/09/2023;;345;06
26X31511;26X;315;P;;TH2-X;RESPONSABL PAIE ADMINISTRATION RH;RESPONSABLE PAIE ET ADMINISTRATION DES RESSOURCES HUMAINES (IPAC);01/09/2017;31/08/2026;;;;;20/01/2026;;;;;;;;;;;rncp 35202;2;DEPPA1;26/03/2021;;345;06
26X31512;26X;315;M;;TH2-X;RESPONSABLE DE LA GESTION DES RH;RESPONSABLE DE LA GESTION DES RESSOURCES HUMAINES (ORT LYON);01/09/2017;31/08/2022;;;;26/05/2014;07/07/2021;;;;;;;;;;;rncp 26193 demande IFIR arl;2;DEPPA1d;28/07/2021;;345;06
26X31513;26X;315;M;;TH2-X;CHG DE GESTION ET DEVPT DES RH;CHARGE DE GESTION ET DE DEVELOPPEMENT DES RESSOURCES HUMAINES (UCO);01/09/2018;31/08/2024;;2007;;;19/04/2024;;;;;;;;;;;rncp 35545;2;DEPPA1;13/07/2021;;345;06
26X31514;26X;315;P;;TH2-X;CHARGE DES RH;CHARGE DES RESSOURCES HUMAINES (IGS CIEFA);01/09/2018;31/08/2026;;;;;24/10/2025;;;;;;;;;;;rncp 36995;2;DEPPA1;25/01/2023;;345;06
26X31515;26X;315;P;;TH2-X;CHARGE DE DEVELOPPEMENT EN RH;CHARGE DE DEVELOPPEMENT EN RESSOURCES HUMAINES (SOFTEC);01/09/2018;31/08/2025;;;;;01/06/2025;;;;;;;;;;;rncp 36505;2;;26/10/2022;;345;06
26X31516;26X;315;M;;TH2-X;GESTIONNAIRE RESSOURCES HUMAINES;GESTIONNAIRE DES RESSOURCES HUMAINES (LA COMPAGNIE DE FORMATION - PIGIER);01/09/2019;31/08/2025;;;;;26/06/2025;;;;;;;;;;;rncp 34710;2;DEPPA1;06/09/2022;;345;06
26X31517;26X;315;M;;TH2-X;CONSULT RECRUTEMENT TRAVAIL TEMPO;CONSULTANT EN RECRUTEMENT ET TRAVAIL TEMPORAIRE (LA COMPAGNIE DE FORMATION);01/09/2019;31/08/2025;;;;;10/10/2024;;;;;;;;;;;rncp 34250;2;DEPPA1;12/03/2021;;345;06
26X31526;26X;315;P;;TH2-X;CHARGE DE GESTION EN RH;CHARGE DE GESTION EN RESSOURCES HUMAINES (SIENCES-U LYON);01/09/2018;31/08/2024;;;;;01/07/2024;;;;;;;;;;;rncp 36668;2;DEPPA1;06/09/2022;;345;06
26X31527;26X;315;M;;TH2-X;CHARG RECRUTEMENT CONSEILS RH;CHARGE DE RECRUTEMENT ET CONSEILS EN RESSOURCES HUMAINES (GROUPE ESCOT);01/09/2019;31/08/2027;;;;;01/06/2027;;;;;;;;;;;rncp 36500;2;DEPPA1;06/09/2022;;345;06
26X31528;26X;315;M;;TH2-X;RESP GESTION ADMINISTRAIVE DES RH;RESPONSABLE EN GESTION ADMINISTRATIVE ET RESSOURCES HUMAINES (ECORIS);01/09/2019;31/08/2026;;;;;25/01/2026;;;;;;;;;;;rncp 37266;2;DEPPA1;24/06/2023;;345;06
26X31529;26X;315;M;;TH2-X;RESPONSABLE RH ET PAIE;RESPONSABLE RESSOURCES HUMAINES ET PAIE (CARREL FORMATION CONTINUE);01/09/2019;31/08/2022;;;;09/04/2018;21/04/2021;;;;;;;;;;;rncp 22083 demande carrel;2;DEPPA1;28/07/2021;;345;06
26X31530;26X;315;M;;TH2-X;RESPONSABLE CARRIERE ET PAIE;RESPONSABLE CARRIERE ET PAIE (FORMATIVES);01/09/2019;31/08/2022;;;;17/12/2018;21/12/2021;;;;;;;;;;;rncp 31969 demande formatives;2;DEPPA1;10/12/2020;;345;06
26X31531;26X;315;T;;TH2-X;CONSULT RECRUT AGENCES EMPLOI;CONSULTANT EN RECRUTEMENT DES AGENCES EMPLOI (SCIENCES-U LYON);01/09/2019;31/08/2026;;;;;23/11/2025;;;;;;;;;;;rncp 37072;2;DEPPA1;17/01/2023;;345;06
26X31532;26X;315;T;;TH2-X;RESPONSABLE PAIE;RESPONSABLE PAIE (IGEFI);01/09/2019;31/08/2024;;;;;15/12/2023;;;;;;;;;;;rncp 36088;2;DEPPA1;24/05/2022;;345;06
26X31533;26X;315;M;;TH2-X;CHARGE DE DEVPT DES RH;CHARGE DE DEVELOPPEMENT DES RESSOURCES HUMAINES (ISCG);01/09/2019;31/08/2023;;;;;29/06/2025;;;;;;;;;;;rncp 34729 code 2 fois voir le 26X31541;2;DEPPA1;30/09/2023;;345;06
26X31534;26X;315;T;;TH2-X;COLLABORATEUR PAIE;COLLABORATEUR PAIE (SOFTEC);01/09/2019;31/08/2022;;;;31/08/2022;01/06/2025;;;;;;;;;;;voir le 36X31502 rncp 36496;2;DEPPA1;26/10/2022;;345;06
26X31535;26X;315;M;;TH2-X;RESPONSABLE RESSOURCES HUMAINES;RESPONSABLE RESSOURCES HUMAINES (EIMP);01/09/2019;31/08/2022;;2007;;;07/06/2021;;;;;;;;;;;rncp 16058 Ecole internationale de management de Paris;2;DEPPA1;28/07/2021;;345;06
26X31536;26X;315;T;;TH2-X;RESPONSABLE RESSOURCES HUMAINES;RESPONSABLE DES RESSOURCES HUMAINES (ESGCV);01/09/2019;31/08/2026;;2007;;;19/07/2026;;;;;;;;;;;rncp 37794;2;DEPPA1;25/07/2023;;345;06
26X31537;26X;315;M;;TH2-X;CHARGE DE GESTION DES RH;CHARGE DE GESTION DES RESSOURCES HUMAINES (ISEFAC PARIS LILLE);01/09/2019;01/08/2023;;;;;17/04/2023;;;;;;;;;;;rncp 30377;2;DEPPA1;10/12/2020;;345;06
26X31538;26X;315;T;;TH2-X;CHARGE DE RECRUTEMENT;CHARGE DE RECRUTEMENT (ADECCO);01/09/2019;31/08/2024;;;;;05/07/2024;;;;;;;;;;;rncp 34049;2;DEPPA1;01/08/2022;;345;06
26X31539;26X;315;M;;TH2-X;RESPONSABLE RESSOURCES HUMAINES;RESPONSABLE RESSOURCES HUMAINES (IFOCOP);01/09/2019;31/08/2026;;2007;;;24/10/2025;;;;;;;;;;;rncp 37010;2;DEPPA1;25/01/2023;;345;06
26X31540;26X;315;N;;TH2-X;CHG DE GESTION SOCIALE PROJET RSE;CHARGE DE GESTION SOCIALE ET DE PROJET RSE (FORMATIVES);01/09/2019;31/08/2025;;;;;02/03/2025;;;;;;;;;;;rncp 34464 remplce le 26X31010 avec 3 autres codes;2;DEPPA1;26/10/2023;;345;06
26X31541;26X;315;M;;TH2-X;CHG DVPT RESS HUMAINES;CHARGE DE DEVELOPPEMENT DES RESSOURCES HUMAINES (ISCG);01/09/2020;31/08/2025;;;;;29/06/2025;;;;;;;;;;;rncp 34729;2;DEPPA1;20/07/2023;;345;06
26X31542;26X;315;M;;TH2-X;RESP FORMATION DEVPT COMPETENCES;RESPONSABLE FORMATION ET DEVELOPPEMENT DES COMPETENCES (CESI);01/09/2021;31/08/2025;;;;;26/01/2025;;;;;;;;;;;rncp 36145;2;DEPPA1;24/02/2022;;345;06
26X31543;26X;315;M;;TH2-X;RESPONSABLE DEVPT COMPETENCES;RESPONSABLE DU DEVELOPPEMENT DES COMPETENCES (OPENCLASSROOMS);01/09/2022;31/08/2025;;;;;19/07/2025;;;;;;;;;;;rncp 37825;2;DEPPA1;25/07/2023;;345;06
26X32001;26X;320;P;;TH2-X;CHEF PROJET DIGITAL;CHEF DE PROJET DIGITAL (INSTITUT LEONARD DE VINCI);01/09/2010;31/08/2024;;;;;01/07/2024;;;;;;;;;;;rncp 36622;2;DEPPA1;06/09/2022;;213;06
26X32002;26X;320;P;;TH2-X;RESP PROJET COMMUNICATION;RESPONSABLE PROJET COMMUNICATION (IGS - ICD - ISCPA);01/09/2010;31/08/2023;;;;11/09/2018;18/12/2023;;;;;;;;;;;rncp 18088 institut de gestion sociale (IGS) - Institut international du commerce et du developpement (ICD) Institut Superieur de la Communication, de la Presse et de l%u2019Audiovisuel (ISCPA);2;DEPPA1;10/12/2020;;320;06
26X32003;26X;320;P;;TH2-X;CHEF DE PROJET XMEDIA IESA ECAD;CHEF DE PROJET MULTIMEDIA (ECAD CONSULTANTS IESA);01/09/2010;31/08/2022;;;;26/05/2016;07/06/2019;;;;;;;;;;;rncp 26290 anc rncp 16932;2;DEPPA1;16/07/2021;;213;06
26X32004;26X;320;N;;TH2-X;GRAPHISTE CONCEPTEUR;GRAPHISTE CONCEPTEUR (AFIP FORMATIONS);01/09/2012;31/08/2025;;;;27/12/2018;16/12/2024;;;;;;;;;;;rncp 34343;2;DEPPA1;10/12/2020;;342;06
26X32005;26X;320;M;;TH2-X;CHEF DE PROJET E BUSINNESS;CHEF(FE) DE PROJET E.BUSINESS (EIMP);01/09/2015;31/08/2025;;;;19/11/2014;16/12/2024;;;;;;;;;;;rncp 34340 Ecole internationale de management de Paris;2;DEPPA1;10/12/2020;;320;06
26X32006;26X;320;V;;TH2-X;CONCEPT COMMUNICATION VISUELLE;CONCEPTEUR EN COMMUNICATION VISUELLE (IDEM);01/09/2016;31/08/2022;;;;25/02/2016;17/03/2019;;;;;;;;;;;rncp 25503 demande saia montpellier;2;DEPPA1;16/07/2021;;320;06
26X32007;26X;320;V;;TH2-X;DESIGN IMAGES ANIMEES IMMERSIVES;DESIGNER D'IMAGES ANIMEES ET IMMERSIVES (IDEM);01/09/2016;31/08/2028;;;;;21/12/2027;;;;;;;;;;;rncp 38518;2;DEPPA1;13/01/2024;;320;06
26X32008;26X;320;M;;TH2-X;CHEF DE PROJETS EVENEMENTIELS;CHEF DE PROJETS EVENEMENTIELS (SCIENCES-U PARIS);01/09/2017;31/08/2024;;;;;18/11/2022;;;;;;;;;;;rncp 35067;2;DEPPA1;30/09/2023;;320;06
26X32009;26X;320;P;;TH2-X;CHARGE DE LA COMMUNICATION;CHARGE DE LA COMMUNICATION (CCI DU CHER - ESTACOM);01/09/2017;31/08/2024;;;;08/12/2017;21/12/2022;;;;;;;;;;;rncp 13889 Ecole superieure des techniques appliquees de la communication (ESTACOM);2;DEPPA1;30/09/2023;;320;06
26X32010;26X;320;M;;TH2-X;COMMUNITY MANAGER;COMMUNITY MANAGER (IFOCOP);01/09/2017;31/08/2025;;;;;01/06/2025;;;;;;;;;;;rncp 36467;2;DEPPA1;21/01/2023;;320;06
26X32011;26X;320;M;;TH2-X;RESPONSABLE PROJET MARKETING COMM;RESPONSABLE DE PROJET MARKETING COMMUNICATION (SCIENCES-U LILLE);01/09/2017;31/08/2026;;;;;24/10/2025;;;;;;;;;;;rncp 37006;2;DEPPA1;25/01/2023;;320;06
26X32012;26X;320;M;;TH2-X;CHARG MARKETING COMMUNICATION;CHARGE DU MARKETING ET DE LA COMMUNICATION (ISIFA);01/09/2019;31/08/2025;;;;;31/08/2025;;;;;;;;;;;rncp 36487;2;DEPPA1;26/07/2023;;320;06
26X32013;26X;320;T;;TH2-X;CONCEPTEUR REALISATEUR WEB DIGITA;CONCEPTEUR REALISATEUR WEB DIGITAL (SCIENCES-U PARIS);01/09/2019;31/08/2028;;;;;19/07/2028;;;;;;;;;;;rncp 37816;2;DEPPA1;25/07/2023;;320;06
26X32014;26X;320;M;;TH2-X;CHEF DE PROJET EN COMMUNICATION;CHEF DE PROJET EN COMMUNICATION (CESACOM);01/09/2019;31/08/2024;;;;;16/12/2022;;;;;;;;;;;rncp 34352;2;DEPPA1;30/09/2023;;340;06
26X32015;26X;320;M;;TH2-X;CHARGE COMMUNICATION PLURIMEDIA;CHARGE DE COMMUNICATION PLURIMEDIA (FORMATIVES);01/09/2019;31/08/2025;;;;;24/04/2025;;;;;;;;;;;rncp 34589;2;DEPPA1;10/12/2020;;320;06
26X32016;26X;320;M;;TH2-X;CHARGE DE PROJET EVENEMENTIEL;CHARGE DE PROJET EVENEMENTIEL (FORMATIVES);01/09/2019;31/08/2025;;;;;14/09/2025;;;;;;;;;;;rncp 34927;2;DEPPA1;12/03/2021;;320;06
26X32017;26X;320;P;;TH2-X;CHEF(FE) DE PROJET MULTIMEDIA;CHEF DE PROJET MULTIMEDIA (ECAD CONSULTANTS);01/09/2019;31/08/2025;;;;;25/04/2025;;;;;;;;;;;rncp 36401;2;DEPPA1;29/04/2022;;320;06
26X32018;26X;320;T;;TH2-X;DEVELOPPEUR(EUSE) MULTIMEDIA;DEVELOPPEUR(EUSE) MULTIMEDIA (L'ECOLE MULTIMEDIA);01/09/2019;31/08/2024;;;;19/11/2014;24/04/2024;;;;;;;;;;;rncp 34569;2;DEPPA1;07/10/2022;;320;06
26X32019;26X;320;M;;TH2-X;DIRECTEUR ARTISTIQUE MULTIMEDIA;DIRECTEUR ARTISTIQUE MULTIMEDIA (ECAD CONSULTANTS - DIGITAL CAMPUS);01/09/2019;31/08/2025;;;;;23/07/2025;;;;;;;;;;;rncp 34814;2;DEPPA1;20/10/2023;;340;06
26X32020;26X;320;M;;TH2-X;DESIGNER GRAPHIQUE;DESIGNER GRAPHIQUE (SCIENCES-U PARIS - ESUPCOM, SCIENCES-U LILLE -EFFICOM);01/09/2019;31/08/2025;;;;;25/03/2025;;;;;;;;;;;rncp 36298;2;DEPPA1;25/05/2022;;320;06
26X32021;26X;320;M;;TH2-X;RESPONSABLE DE COMMUNICATION;RESPONSABLE DE COMMUNICATION (SUPDECOM);01/09/2019;31/08/2025;;;;;14/09/2025;;;;;;;;;;;rncp 34919;2;DEPPA1;12/03/2021;;320;06
26X32022;26X;320;M;;TH2-X;CHARG PROJET COMMUNICATION DIGITA;CHARGE(E) DE PROJET DE COMMUNICATION DIGITALE (ISCG);01/09/2019;31/08/2021;;;;07/04/2017;21/07/2020;;;;;;;;;;;rncp 28186 institut superieur commerce et gestion;2;DEPPA1;10/12/2020;;342;06
26X32023;26X;320;M;;TH2-X;RESP MARKETING COMMUNICATION;RESPONSABLE MARKETING ET COMMUNICATION (ISCG);01/09/2019;31/08/2021;;;;07/07/2017;21/07/2020;;;;;;;;;;;rncp 28172 Institut supérieur commerce et gestion;2;DEPPA1;10/12/2020;;342;06
26X32024;26X;320;N;;TH2-X;CHARGE DE COMMUNICATION;CHARGE DE COMMUNICATION (SUP DE VINCI);01/09/2019;31/08/2025;;;;;23/11/2024;;;;;;;;;;;rncp 37052;2;DEPPA1;31/03/2023;;320;06
26X32025;26X;320;M;;TH2-X;CHARGE DE COMMUNICATION;CHARGE DE COMMUNICATION (ESGCV - IICP);01/09/2019;31/08/2026;;;;;19/07/2026;;;;;;;;;;;rncp 37766;2;DEPPA1;25/07/2023;;320;06
26X32026;26X;320;M;;TH2-X;CHG COMM OPTION DIGITALE OU RP;CHARGE DE COMMUNICATION OPTION DIGITALE OU RELATIONS PUBLIQUES (ISEFAC PARIS LILLE);01/09/2019;31/08/2024;;;;;19/05/2023;;;;;;;;;;;rncp 35608;2;DEPPA1;30/09/2023;;320;06
26X32027;26X;320;P;;TH2-X;CHEF DE PROJET EVENEMENTIEL;CHEF DE PROJET EVENEMENTIEL (ISEFAC PARIS LILLE);01/09/2019;31/08/2024;;;;;23/07/2023;;;;;;;;;;;rncp 34810;2;DEPPA1;30/09/2023;;320;06
26X32028;26X;320;P;;TH2-X;CHEF DE PROJET DIGITAL;CHEF DE PROJET DIGITAL (ECAD CONSULTANTS - ESGCV));01/09/2019;31/08/2024;;;;;10/09/2024;;;;;;;;;;;rncp 34167;2;DEPPA1;10/12/2020;;320;06
26X32029;26X;320;V;;TH2-X;CONCEPTEUR COMMUNICATION VISUELLE;CONCEPTEUR EN COMMUNICATION GRAPHIQUE ET NUMERIQUE VISUELLE (SIGE - PSVA);01/09/2019;31/08/2025;;;;;16/12/2024;;;;;;;;;;;rncp 34345 Societe internationale de gestion educative Paris School of Visual Arts;2;DEPPA1;10/12/2020;;320;06
26X32030;26X;320;M;;TH2-X;CHEF PROJET ORG MANAGEMENT EVENEM;CHEF DE PROJET EN ORGANISATION ET MANAGEMENT DE L'EVENEMENT (IESP ROBIN);01/09/2019;31/08/2022;;;;;21/07/2021;;;;;;;;;;;rncp 31030 Institut d'enseignement superieur prive Robin;2;DEPPA1;28/07/2021;;320;06
26X32031;26X;320;M;;TH2-X;CHARGE DE COMMUNICATION;CHARGE DE COMMUNICATION (IECM - ECS);01/09/2019;31/08/2022;;;;;21/12/2019;;;;;;;;;;;rncp 31972 Institut europeen de la communication et des medias - European communication school;2;DEPPA1;16/07/2021;;320;06
26X32032;26X;320;T;;TH2-X;JOURNALISTE;JOURNALISTE (MEDIASCHOOL PARIS);01/09/2019;31/08/2025;;;;;30/03/2025;;;;;;;;;;;rncp 34537 IEJ Paris (Institut europeen de journalisme);2;DEPPA1;10/12/2020;;320;06
26X32033;26X;320;M;;TH2-X;RESPONSABLE EVENEMENTIEL TOURISME;RESPONSABLE DE L'EVENEMENTIEL ET DU TOURISME (EPH);01/09/2019;31/08/2022;;;;;03/03/2020;;;;;;;;;;;rncp 28282 Institut de promotion et de formation;2;DEPPA1;16/07/2021;;812;06
26X32034;26X;320;V;;TH2-X;REALISATEUR 3D;REALISATEUR 3D (MJM GRAPHIC DESIGN PARIS);01/09/2019;31/08/2024;;;;;08/07/2024;;;;;;;;;;;rncp 35775;2;DEPPA1;12/07/2021;;214;06
26X32035;26X;320;P;;TH2-X;CHARGE DE PROJETS EVENEMENTIELS;CHARGE DE PROJETS EVENEMENTIELS (NSTITUT PROMOTION FORMATION);01/09/2019;31/08/2024;;;;;05/07/2024;;;;;;;;;;;rncp 34062;2;DEPPA1;10/12/2020;;320;06
26X32036;26X;320;M;;TH2-X;CHEF DE PROJET EN COMMUNICATION;CHEF DE PROJETS EN COMMUNICATION (YNOV);01/09/2019;31/08/2024;;;;;27/01/2023;;;;;;;;;;;rncp 34378;2;DEPPA1;30/09/2023;;320;06
26X32037;26X;320;M;;TH2-X;RESPONSABLE DE PROJET WEB MOBILE;RESPONSABLE DE PROJET WEB ET MOBILE (SUP INTERNET);01/09/2019;31/08/2023;;;;;04/01/2022;;;;;;;;;;;rncp 32192;2;DEPPA1;06/09/2022;;320;06
26X32038;26X;320;M;;TH2-X;DESIGNER GRAPHIQUE ET NUMERIQUE;DESIGNER GRAPHIQUE ET NUMERIQUE (GRAPHISME ET COMMUNICATION);01/09/2019;31/08/2022;;;;;04/01/2022;;;;;;;;;;;rncp 32037;2;DEPPA1;10/12/2020;;320;06
26X32039;26X;320;N;;TH2-X;CHARGE DE COMMUNICATIO MULTIMEDIA;CHARGE DE COMMUNICATION MULTIMEDIA (FORMATIVES);01/09/2019;31/08/2020;;;;;24/04/2025;;;;;;;;;;;voir le 26X32015;2;DEPPA1;10/12/2020;;320;06
26X32040;26X;320;V;;TH2-X;CONCEPT PROJETS DESIGN ARTS GRAPH;CONCEPTEUR DE PROJET EN DESIGN ET ARTS GRAPHIQUES OPTIONS : DESIGN GRAPHIQUE, DESIGN NUMERIQUES, DESIGN D'ESPACE, DESIGN PRODUITS, DESIGN DE MODE, ILLUSTRATION ET ANIMATION (CONDE - CREA2);01/09/2019;31/08/2022;;;;;24/05/2021;;;;;;;;;;;rncp 30719;2;DEPPA1;28/07/2021;;320;06
26X32041;26X;320;M;;TH2-X;RESPONSABLE PROJET WEB ET MOBILE;RESPONSABLE DE PROJET WEB ET MOBILE (SUP INTERNET);01/09/2019;31/08/2020;;;;;04/01/2022;;;;;;;;;;;rncp 32192 deja code 26X32037;2;DEPPA1;10/12/2020;;320;06
26X32042;26X;320;M;;TH2-X;INFOGRAPHISTE WEBDESIGNER;INFOGRAPHISTE WEBDESIGNER (EDAIC);01/09/2020;31/08/2021;;;;;21/12/2020;;;;;;;;;;;rncp 30329;2;DEPPA1;10/12/2020;;320;06
26X32043;26X;320;M;;TH2-X;CONCEPTEUR REALISATEUR COMMUNICAT;CONCEPTEUR REALISATEUR EN COMMUNICATION (MARCOREL);01/09/2020;31/08/2024;;;;;25/04/2024;;;;;;;;;;;rncp 36381;2;DEPPA1;25/05/2022;;320;06
26X32044;26X;320;M;;TH2-X;CHARGE COMMUNICA RELATIONS PRESSE;CHARGE(E) DE COMMUNICATION ET DE RELATIONS PRESSE (CFPJ);01/09/2020;31/08/2022;;;;;18/12/2021;;;;;;;;;;;rncp 27369;2;DEPPA1;10/12/2020;;320;06
26X32045;26X;320;M;;TH2-X;RESP PROJ WEBMARTEKING COM DIGITA;RESPONSABLE DE PROJET WEBMARKETING ET COMMUNICATION DIGITALE (VISIPLUS);01/09/2020;31/08/2025;;;;;27/01/2025;;;;;;;;;;;rncp 34413;2;DEPPA1;10/12/2020;;320;06
26X32046;26X;320;M;;TH2-X;COMMUNITY MANAGER;COMMUNITY MANAGER (DORANCO ESPACE MULTIMEDIA);01/09/2020;31/08/2025;;;;;14/09/2025;;;;;;;;;;;rncp 34922;2;DEPPA1;02/02/2022;51;320;06
26X32047;26X;320;T;;TH2-X;CONCEPTEUR ET CHEF DE PROJET WEB;CONCEPTEUR ET CHEF DE PROJET WEB (AP FORMATION);01/09/2020;31/08/2025;;;;;10/09/2024;;;;;;;;;;;rncp 34203;2;DEPPA1;08/01/2021;;320;06
26X32048;26X;320;V;;TH2-X;RESP CREATION PROD GRAPHIQ VISUEL;RESPONSABLE DE LA CREATION ET DE LA PRODUCTION GRAPHIQUE ET VISUELLE (E-ARTSUP);01/09/2020;31/08/2025;;;;;14/12/2024;;;;;;;;;;;rncp 37139;2;DEPPA1;22/12/2022;;210;06
26X32049;26X;320;M;;TH2-X;CHEF DE PROJETS AUDIOVISUELS;CHEF DE PROJETS AUDIOVISUELS (VIDENUM ECITV);01/09/2020;31/08/2024;;;;;17/03/2024;;;;;;;;;;;rncp 35448;2;DEPPA1;24/03/2021;;320;06
26X32050;26X;320;N;;TH2-X;RESPONSABLE DE COMMUNICATION;RESPONSABLE DE COMMUNICATION (ISCOM);01/09/2020;31/08/2027;;;;;01/07/2027;;;;;;;;;;;rncp 36650;2;DEPPA1;08/12/2022;;320;06
26X32051;26X;320;M;;TH2-X;CONCEPTEUR WEBDESIGNER;CONCEPTEUR WEBDESIGNER (SUPCREA GRENOBLE);01/09/2020;31/08/2025;;;;;10/10/2024;;;;;;;;;;;rncp 34245;2;DEPPA1;28/04/2021;;320;06
26X32052;26X;320;M;;TH2-X;CHEF DE PROJET DIGITAL;CHEF DE PROJET DIGITAL (ANDIL);01/09/2020;31/08/2024;;;;;01/07/2024;;;;;;;;;;;rncp 36623;2;DEPPA1;17/01/2023;;320;06
26X32053;26X;320;M;;TH2-X;LEAD INFOGRAPHISTE 3D CINEMA;LEAD INFOGRAPHISTE 3D CINEMA (OBJECTIF 3D);01/09/2021;31/08/2022;;;;;04/01/2022;;;;;;;;;;;rncp 32064;2;DEPPA1;24/08/2021;;320;06
26X32054;26X;320;M;;TH2-X;LEAD GRAPHISTE JEUX VIDEO;LEAD GRAPHISTE JEUX VIDEO (ISART DIGITAL);01/09/2021;31/08/2024;;;;;21/07/2022;;;;;;;;;;;rncp 31020;2;DEPPA1;30/09/2023;;320;06
26X32055;26X;320;M;;TH2-X;LEAD GAMEPLAY PROGRAMMEUR;LEAD GAMEPLAY PROGRAMMEUR (ISART DIGITAL);01/09/2021;31/08/2023;;;;;21/07/2022;;;;;;;;;;;rncp 31021;2;DEPPA1;06/09/2022;;320;06
26X32056;26X;320;M;;TH2-X;PRODUCER / CHEF DE JEU VIDEO;PRODUCER / CHEF DE JEU VIDEO P(ISART DIGITAL);01/09/2021;31/08/2023;;;;;29/05/2023;;;;;;;;;;;rncp 34635 remplace par le 16X32039;2;DEPPA1;27/09/2023;;320;06
26X32057;26X;320;M;;TH2-X;DESIGNER VISUEL ET DIGITAL;DESIGNER VISUEL ET DIGITAL (ECV);01/09/2020;31/08/2022;;;;;17/03/2022;;;;;;;;;;;rncp 35451;2;DEPPA1;11/09/2021;;320;06
26X32058;26X;320;M;;TH2-X;RESP COMMUNICATION EVENEMENTIEL;RESPONSABLE COMMUNICATION ET EVENEMENTIEL (ECORIS);01/09/2021;31/08/2024;;;;;15/07/2025;;;;;;;;;;;rncp 35856;2;DEPPA1;01/12/2023;;320;06
26X32059;26X;320;M;;TH2-X;DESIGNER GRAPHISTE;DESIGNER GRAPHISTE (SUPCREA);01/09/2021;31/08/2026;;;;;19/07/2026;;;;;;;;;;;rncp 37817;2;DEPPA1;25/07/2023;;320;06
